,negative,positive,total
oblivion,1,0,1
oblivious,1,0,1
obnoxious,2,1,3
oboma,1,0,1
obozo,3,0,3
obscene,1,0,1
obscenities,1,0,1
obscures,2,0,2
observation,1,0,1
observations,2,0,2
observe,1,0,1
observed,1,0,1
obsessed,7,4,11
obsession,0,4,4
obsolete,0,1,1
obstacles,2,0,2
obstruct,2,0,2
obstructing,2,0,2
obstruction,5,1,6
obstructionist,2,1,3
obstructionists,0,1,1
obstructive,1,0,1
obtain,1,2,3
obtaining,2,0,2
obumer,0,1,1
obummer,1,0,1
obvio,1,0,1
obvious,12,15,27
obviously,23,19,42
oc,0,2,2
ocasio,1,1,2
occasion,1,0,1
occasionally,5,1,6
occasions,3,0,3
occupation,1,0,1
occupier,0,1,1
occupy,2,1,3
occur,2,3,5
occurrance,1,0,1
occurred,5,1,6
occurring,0,1,1
occurs,0,1,1
ocd,0,1,1
oct,3,1,4
october,3,1,4
od,1,0,1
odd,5,3,8
oddest,1,0,1
oddly,1,1,2
odds,2,0,2
ode,0,1,1
odia,0,1,1
of,2460,1374,3834
ofa,0,1,1
off,110,92,202
offence,2,0,2
offend,2,2,4
offended,4,2,6
offender,1,1,2
offenders,0,5,5
offends,1,1,2
offense,3,4,7
offenses,1,1,2
offensive,6,5,11
offer,7,4,11
offered,7,1,8
offering,5,0,5
offerings,1,0,1
offers,5,2,7
offf,2,0,2
office,22,26,48
officer,2,5,7
officers,9,0,9
offices,2,0,2
official,5,5,10
officially,2,1,3
officials,4,4,8
offre,1,0,1
offset,1,0,1
offshore,3,0,3
often,13,5,18
og,3,1,4
oga,0,1,1
oh,89,73,162
ohh,1,1,2
ohhhh,0,1,1
ohhhhhh,0,1,1
ohhhjhhh,1,0,1
ohio,2,0,2
ohr,0,1,1
oif,1,0,1
oil,6,2,8
oink,1,0,1
oj,0,1,1
ok,67,29,96
okabe,1,0,1
okai,1,0,1
okay,23,6,29
oklahoma,3,0,3
ol,5,1,6
old,96,65,161
older,5,1,6
oldest,2,1,3
olds,1,0,1
ole,3,4,7
oligarchies,0,1,1
oligarchs,2,0,2
oligarchy,1,0,1
olive,2,0,2
oliver,0,1,1
olivers,1,0,1
olivia,2,0,2
olympic,2,0,2
om,0,1,1
omar,1,0,1
omarosa,1,0,1
omega,1,0,1
omen,0,1,1
omfg,3,1,4
omg,28,17,45
omggggggg,1,0,1
omnibus,1,0,1
omportant,1,0,1
omygod,1,0,1
on,1136,569,1705
ona,1,0,1
once,38,29,67
oncologist,1,0,1
oncve,1,0,1
one,421,225,646
ones,41,23,64
oneself,1,0,1
ong,1,0,1
ongly,1,0,1
ongoing,3,1,4
onion,1,0,1
online,7,2,9
only,285,141,426
onna,2,0,2
onomy,0,1,1
ont,2,0,2
ontarians,1,0,1
ontario,13,1,14
onto,9,1,10
onward,0,1,1
onya,0,1,1
oobleck,1,0,1
oof,1,0,1
ooh,4,0,4
ooks,0,1,1
oompa,1,0,1
ooooh,1,0,1
oooohohohohohoh,1,0,1
ooooo,0,1,1
ooops,0,1,1
oop,1,0,1
oops,6,1,7
op,10,4,14
ope,1,0,1
open,37,28,65
openborders,0,1,1
opened,8,0,8
opener,1,0,1
opening,2,0,2
openly,7,4,11
openness,2,0,2
opens,3,4,7
operate,0,3,3
operating,1,1,2
operation,1,0,1
operations,2,0,2
operative,1,3,4
opertiunist,0,1,1
opertunist,0,1,1
ophelia,1,0,1
opinion,28,12,40
opinions,3,5,8
opioids,0,1,1
opium,2,0,2
oppa,2,0,2
opperman,1,0,1
opponent,5,2,7
opponents,4,2,6
opportunist,1,5,6
opportunistic,1,2,3
opportunities,3,2,5
opportunity,7,3,10
oppose,3,1,4
opposed,9,2,11
opposes,2,0,2
opposing,6,4,10
opposite,8,4,12
opposites,1,0,1
opposition,13,3,16
oppotunity,1,0,1
oppress,2,0,2
oppressed,2,1,3
oppression,0,2,2
oppressive,0,2,2
oppressor,1,0,1
oprah,1,0,1
opressors,1,0,1
ops,1,1,2
opt,1,0,1
opted,1,2,3
optic,0,1,1
optics,2,1,3
optimism,2,0,2
optimist,1,0,1
option,16,2,18
optional,1,1,2
options,4,0,4
or,465,288,753
oral,1,0,1
orange,5,2,7
oranges,1,1,2
orangutans,1,0,1
orban,4,0,4
orbis,1,0,1
orbit,1,0,1
orc,0,1,1
orcastrated,0,1,1
orchestrated,0,1,1
orcs,0,1,1
order,21,15,36
ordered,2,2,4
ordering,1,1,2
orders,5,5,10
ordinary,5,1,6
ordner,1,0,1
oregon,3,0,3
oresident,1,0,1
org,3,2,5
organisation,3,0,3
organisational,1,0,1
organisations,1,0,1
organised,2,0,2
organiser,0,1,1
organisers,1,0,1
organization,13,13,26
organizations,5,1,6
organize,1,0,1
organized,4,1,5
organizer,2,0,2
organizers,1,0,1
organizing,2,0,2
organs,0,1,1
orgasim,0,1,1
orgs,1,2,3
orientation,0,1,1
orientations,1,0,1
oriented,1,0,1
origin,0,1,1
original,9,6,15
originalism,1,0,1
originally,3,2,5
origins,3,0,3
orin,1,0,1
orlando,1,0,1
oroshimaru,1,0,1
orourke,0,1,1
orr,1,0,1
orrin,2,1,3
orthodox,1,0,1
orton,1,1,2
orwell,2,0,2
orwellian,1,0,1
os,1,0,1
osaka,2,0,2
osama,1,0,1
osbourne,1,0,1
oscar,2,0,2
oss,1,0,1
ost,1,0,1
ostensivly,1,0,1
ostracized,1,0,1
ostrich,1,1,2
osu,0,2,2
osuite,0,1,1
osuna,0,2,2
ot,2,0,2
other,166,113,279
others,42,15,57
otherwise,12,6,18
otoh,0,1,1
ottawa,1,1,2
ouch,2,2,4
ought,2,1,3
oughta,1,0,1
ounce,3,0,3
our,317,146,463
ourcountry,0,1,1
ours,2,1,3
ourselves,9,2,11
oust,1,2,3
ousted,0,1,1
out,423,274,697
outage,1,0,1
outages,1,0,1
outburst,1,0,1
outcome,1,3,4
outcry,0,1,1
outdated,1,0,1
outdone,0,1,1
outdoors,1,0,1
outed,1,0,1
outfit,2,2,4
outing,3,0,3
outlandish,1,0,1
outlaw,1,0,1
outlawed,0,1,1
outlaws,0,1,1
outlets,2,0,2
outlier,1,0,1
outnumber,3,0,3
outplayed,0,2,2
outrage,6,12,18
outraged,7,2,9
outrageous,2,0,2
outraising,1,0,1
outrank,1,0,1
outright,2,1,3
outs,1,1,2
outshined,1,0,1
outside,12,9,21
outsider,0,1,1
outsiders,1,0,1
outspoken,1,0,1
outstanding,2,0,2
outta,3,3,6
outward,1,0,1
ovation,1,0,1
ovens,0,1,1
over,187,101,288
overall,8,2,10
overbearing,1,1,2
overbite,0,1,1
overcome,6,0,6
overdose,0,1,1
overdosed,2,0,2
overdue,1,0,1
overgeneralization,1,0,1
overheard,1,0,1
overhyped,0,1,1
overlook,0,2,2
overlooked,1,0,1
overlooking,1,0,1
overlords,0,1,1
overly,1,0,1
overpaid,1,1,2
overrated,2,1,3
override,1,0,1
overriding,1,2,3
overrun,2,2,4
overs,1,0,1
overseas,1,0,1
oversight,1,0,1
overstate,1,0,1
overstating,0,1,1
overtime,1,0,1
overton,1,0,1
overturn,0,1,1
overturned,2,1,3
overturning,0,1,1
overturns,2,0,2
overused,0,1,1
overview,1,0,1
overwatch,0,1,1
overwhelming,2,0,2
overwhelmingly,2,0,2
ovomit,1,0,1
ow,1,0,1
owe,3,2,5
owed,1,0,1
owellian,1,0,1
owen,0,1,1
owened,0,1,1
owens,2,2,4
owes,3,2,5
owl,1,0,1
own,82,65,147
owned,3,2,5
owner,9,3,12
owners,12,4,16
ownership,12,6,18
owning,2,2,4
owns,5,3,8
ows,2,0,2
oxford,1,0,1
oxygen,1,0,1
oxymoron,2,0,2
oy,0,1,1
oyela,1,0,1
oyster,1,0,1
pa,1,0,1
pac,2,2,4
pace,1,1,2
paced,1,0,1
pacific,3,0,3
pacified,0,1,1
pacifiers,1,0,1
pacing,0,1,1
pack,3,2,5
package,3,0,3
packaged,0,1,1
packed,1,1,2
packer,1,1,2
packet,1,0,1
packing,4,1,5
paddle,1,0,1
padega,1,0,1
paedophiles,0,1,1
paedophilia,0,1,1
pagan,0,1,1
page,8,7,15
pageant,1,0,1
pages,1,1,2
pahh,0,1,1
paid,37,25,62
pain,7,5,12
painful,2,2,4
paint,4,2,6
painted,1,0,1
painter,1,0,1
painting,1,2,3
pair,6,2,8
paired,0,1,1
pairs,0,1,1
pakistan,4,0,4
pakistani,0,5,5
pal,4,2,6
palace,1,0,1
paladino,0,1,1
palatable,1,0,1
palate,0,1,1
pale,2,1,3
palestine,2,0,2
palestinians,0,1,1
palin,1,1,2
palled,0,1,1
pallets,3,1,4
palm,2,0,2
palmer,1,0,1
palpable,2,0,2
palpitations,0,1,1
pals,1,2,3
paltry,0,1,1
pam,1,0,1
pampered,1,0,1
pamphlet,1,0,1
panda,1,0,1
pander,1,1,2
pandering,2,1,3
pandits,0,1,1
panel,3,0,3
panels,1,0,1
panera,1,0,1
panic,5,1,6
panicking,2,0,2
pansies,1,0,1
pansy,1,0,1
panthers,4,5,9
panties,0,1,1
pants,3,12,15
papacy,0,1,1
paper,6,9,15
paperback,1,0,1
papercup,1,0,1
papers,0,2,2
paperwork,1,0,1
pappy,0,2,2
par,1,2,3
parade,3,0,3
parades,0,1,1
paradox,1,0,1
paragon,1,0,1
parallel,1,0,1
paramilitary,3,0,3
paramount,1,0,1
paranoid,1,2,3
parasite,0,2,2
parasites,0,1,1
parasitic,1,1,2
paratroopers,1,0,1
pardon,4,3,7
pare,1,0,1
parent,7,1,8
parenthood,3,3,6
parenting,1,0,1
parents,27,6,33
paris,5,1,6
park,4,3,7
parking,1,1,2
parkland,8,1,9
parlay,2,0,2
parlaying,1,0,1
parliament,3,2,5
parody,0,2,2
parole,1,0,1
parris,1,0,1
parrishes,1,0,1
parrot,1,2,3
parroting,0,2,2
parse,1,0,1
part,82,38,120
partaken,1,0,1
parted,1,0,1
partial,0,1,1
partially,1,0,1
participate,4,1,5
participated,1,0,1
participation,1,1,2
particratic,0,1,1
particular,8,1,9
particularly,2,0,2
partiers,1,0,1
parties,12,0,12
parting,1,0,1
partisan,7,1,8
partisans,0,1,1
partly,2,0,2
partner,7,1,8
partnered,1,0,1
partnering,2,1,3
partners,1,1,2
partnership,3,0,3
partnerships,5,0,5
parts,4,0,4
party,156,91,247
partyvery,1,0,1
pas,1,0,1
pass,21,14,35
passage,1,0,1
passed,15,8,23
passenger,1,0,1
passer,1,0,1
passes,7,1,8
passing,6,0,6
passion,3,0,3
passionate,5,0,5
passionately,1,0,1
passions,1,0,1
passive,1,0,1
passively,0,1,1
passport,0,2,2
passports,1,0,1
passrusher,1,0,1
past,32,16,48
paste,2,0,2
pastime,1,0,1
pasting,2,0,2
pastor,0,1,1
pastry,1,0,1
pat,1,0,1
patch,2,1,3
patches,1,0,1
patchmade,0,1,1
patchouly,1,0,1
path,6,3,9
pathalogical,1,0,1
pathetic,6,18,24
pathological,0,2,2
pathologist,1,0,1
paths,1,0,1
pathway,1,0,1
patience,2,0,2
patient,3,3,6
patients,1,0,1
patreon,0,1,1
patriachy,1,0,1
patricia,1,0,1
patrick,0,1,1
patriot,11,3,14
patriotic,3,2,5
patriotism,3,1,4
patriots,39,6,45
patrol,2,1,3
patronizing,1,0,1
pats,1,1,2
pattern,6,3,9
patterned,1,0,1
patterns,2,0,2
patting,0,1,1
patty,2,0,2
paul,12,4,16
pauly,1,0,1
pause,1,0,1
pavlovian,0,1,1
pawn,2,2,4
paws,1,0,1
pay,43,29,72
payback,1,0,1
paycheck,3,2,5
payday,1,1,2
payed,1,0,1
payer,2,1,3
payers,4,2,6
paying,13,12,25
payment,2,0,2
payoff,1,0,1
payoffs,1,1,2
payroll,1,3,4
pays,4,6,10
pbs,1,1,2
pc,13,3,16
pcs,1,0,1
pd,0,5,5
pdp,1,0,1
pe,1,1,2
pea,1,0,1
peace,10,5,15
peaceful,13,3,16
peacefully,4,0,4
peacemaker,0,1,1
peach,2,0,2
peak,0,2,2
peaked,1,0,1
peaking,1,0,1
peanut,0,1,1
pearl,1,0,1
pearls,1,0,1
pecking,1,0,1
pecks,1,0,1
pedaling,0,1,1
peddle,0,1,1
peddling,0,1,1
pedestal,1,1,2
pediphiles,1,0,1
pedo,2,7,9
pedofiles,1,2,3
pedophelia,1,0,1
pedophile,2,4,6
pedophiles,1,6,7
pedophilia,2,0,2
pedophlia,0,1,1
pedos,2,0,2
pee,0,3,3
peed,0,1,1
peep,3,0,3
peeps,2,1,3
peers,2,0,2
peewee,0,1,1
peg,1,0,1
pegged,1,0,1
peiple,0,1,1
pelosi,8,2,10
pen,4,1,5
penalized,2,2,4
penalizing,1,0,1
penalties,1,0,1
penalty,5,3,8
pence,1,0,1
penchant,0,1,1
pencil,1,0,1
penis,1,6,7
penn,2,1,3
penny,0,2,2
pense,0,1,1
pension,1,0,1
pensions,1,2,3
penspeaks,1,0,1
pentagon,0,1,1
penthouse,1,1,2
peopl,0,1,1
people,543,380,923
peoplekind,0,1,1
peoples,6,3,9
pepper,1,1,2
peppermint,1,0,1
pepsi,1,0,1
per,13,2,15
perceive,1,0,1
perceived,0,3,3
perceives,0,1,1
percent,5,3,8
percentage,2,1,3
percentile,1,0,1
perception,1,0,1
perceptions,1,0,1
perceptive,2,0,2
perennial,1,0,1
perennially,0,1,1
perfect,31,11,42
perfectionist,1,0,1
perfectly,6,0,6
perfidy,0,1,1
perform,1,0,1
performed,1,0,1
performer,1,1,2
performers,1,0,1
performs,1,0,1
perhaps,17,13,30
peril,1,0,1
period,10,7,17
periods,1,0,1
perjure,2,0,2
perjurer,1,1,2
perjury,3,2,5
perks,0,1,1
permanent,3,0,3
permanently,2,1,3
permission,5,0,5
permit,2,2,4
permitted,1,1,2
pernickety,0,1,1
perp,2,0,2
perpetrated,2,0,2
perpetrator,2,1,3
perpetuate,3,1,4
perpetuating,0,1,1
perplexed,1,0,1
perry,0,1,1
pers,0,1,1
persecuted,0,1,1
persecution,2,2,4
perseverance,0,1,1
persistance,1,0,1
person,104,47,151
persona,1,2,3
personable,1,0,1
personal,17,10,27
personality,7,0,7
personally,11,10,21
personified,0,1,1
personnel,1,3,4
persons,4,1,5
perspective,6,1,7
persuaded,0,1,1
persuasion,1,0,1
persuasive,1,0,1
pertain,1,0,1
peruse,1,0,1
perv,0,2,2
perverse,0,1,1
pervert,0,6,6
perverted,1,4,5
perverts,0,1,1
pervs,1,0,1
pesky,3,0,3
pet,4,0,4
peta,1,0,1
peter,1,2,3
petersen,1,0,1
peterson,3,0,3
petition,2,0,2
pets,0,1,1
petty,2,3,5
petulant,1,0,1
peyton,1,0,1
pfffft,0,1,1
pffft,1,0,1
pg,1,0,1
ph,1,0,1
phantom,0,1,1
pharisees,0,1,1
pharma,3,2,5
pharmacist,1,0,1
pharmacists,1,0,1
phase,1,0,1
phasing,0,1,1
phd,2,0,2
phds,1,0,1
phenomenon,1,0,1
phenominon,1,0,1
phil,1,0,1
philippine,2,0,2
philippines,2,0,2
phillies,1,0,1
philly,1,2,3
philosophically,0,1,1
philosophy,9,0,9
phinnaly,1,0,1
phobes,1,0,1
phobia,0,1,1
phobic,1,0,1
phoenix,3,0,3
phone,14,7,21
phones,2,0,2
phoney,1,0,1
phony,2,9,11
phooey,0,1,1
photo,13,4,17
photographed,1,0,1
photographer,1,0,1
photography,1,0,1
photos,4,3,7
photoshop,1,1,2
photoshopped,2,0,2
phrase,4,0,4
phrases,1,1,2
phrasing,1,0,1
phx,0,1,1
phycho,1,0,1
physical,4,3,7
physically,4,6,10
physics,1,0,1
physique,1,0,1
pi,0,1,1
pic,16,7,23
picante,0,1,1
pick,19,11,30
picked,8,4,12
picker,1,0,1
picking,7,3,10
picks,3,2,5
pics,4,1,5
picture,23,3,26
pictured,1,0,1
pictures,11,3,14
picturing,0,1,1
pie,1,1,2
piece,16,27,43
pieces,5,3,8
pies,0,1,1
pig,2,7,9
pigeon,0,1,1
pigeons,0,1,1
piggy,3,0,3
pigs,2,5,7
pile,3,5,8
piling,1,0,1
pill,5,0,5
pillars,2,0,2
pilled,1,0,1
pillows,1,0,1
pills,1,3,4
pilots,1,0,1
pin,3,1,4
pinatas,1,0,1
pinch,1,0,1
pinche,1,0,1
pinched,0,1,1
pincushion,0,1,1
pineapple,1,0,1
ping,1,0,1
pink,6,3,9
pinko,2,0,2
pinned,1,1,2
pinochet,0,1,1
pins,1,1,2
pinstriped,1,0,1
pints,1,0,1
pioneer,1,0,1
pious,0,1,1
pipe,1,2,3
piped,1,0,1
pipes,2,0,2
pirate,3,0,3
pirates,2,0,2
pish,1,0,1
piss,4,7,11
pissed,5,2,7
pisses,2,3,5
pissing,4,5,9
pit,6,2,8
pitch,2,0,2
pitcher,1,0,1
pitchers,1,0,1
pitches,2,0,2
pitching,3,0,3
pitied,1,0,1
pitiful,3,2,5
pitt,1,2,3
pitted,1,0,1
pittis,1,0,1
pittsburgh,1,2,3
pity,2,1,3
pivot,3,1,4
pix,0,1,1
pizza,2,3,5
pizzas,0,1,1
pjw,1,0,1
pk,0,1,1
pkbritish,1,0,1
pl,2,1,3
placate,0,1,1
place,53,29,82
placed,1,2,3
places,9,2,11
placing,3,1,4
plagarism,1,0,1
plagiarized,1,0,1
plague,0,2,2
plagued,0,1,1
plaguing,1,0,1
plain,5,5,10
plainly,1,0,1
plan,29,12,41
plane,4,4,8
planes,1,0,1
planet,6,3,9
plank,1,1,2
planned,5,10,15
planning,4,4,8
plans,9,3,12
plant,6,2,8
plantation,0,2,2
plantations,0,1,1
planted,1,0,1
planting,1,0,1
plants,2,0,2
plasterd,1,0,1
plastic,4,1,5
plate,2,0,2
plateful,1,0,1
platform,13,12,25
platforming,0,1,1
platforms,1,5,6
platoon,1,0,1
platter,1,0,1
plausible,0,1,1
play,46,30,76
playable,1,0,1
playbook,4,9,13
playboy,0,1,1
played,16,8,24
player,24,7,31
players,18,4,22
playful,1,0,1
playfully,1,0,1
playin,1,1,2
playing,34,26,60
playlist,3,0,3
playoffs,2,0,2
plays,6,2,8
plea,1,0,1
plead,1,0,1
pleading,1,0,1
pleas,1,0,1
pleasant,1,1,2
please,149,52,201
pleased,3,1,4
pleaseeeeee,1,0,1
pleaser,1,0,1
pleases,1,1,2
pleasure,3,0,3
pleaz,1,0,1
pledging,0,1,1
pleeease,1,0,1
plelleeaaaaseeeee,1,0,1
plenty,8,10,18
plessy,1,0,1
plethora,1,0,1
plot,2,2,4
plots,1,0,1
ploy,5,1,6
pls,4,3,7
plug,1,3,4
plum,1,0,1
plumber,1,0,1
plummet,1,0,1
plummeted,1,0,1
plummets,1,0,1
plundered,1,0,1
plunge,1,0,1
plus,21,2,23
plz,1,1,2
pm,18,8,26
pmb,0,1,1
pmjt,1,0,1
pms,1,0,1
po,2,0,2
poc,3,2,5
pocket,6,3,9
pockets,3,3,6
pod,0,1,1
podcast,3,0,3
podcasters,1,0,1
podcastful,0,1,1
podcasting,1,0,1
podesta,0,2,2
podium,1,0,1
pods,1,0,1
poet,1,0,1
poetic,2,0,2
pog,1,0,1
pogba,0,1,1
point,88,43,131
pointed,1,0,1
pointing,7,6,13
pointless,3,3,6
points,12,9,21
poison,2,1,3
poisonous,1,1,2
poisons,1,0,1
poitician,1,0,1
poiting,1,0,1
pokemon,2,0,2
poker,1,0,1
pokey,1,0,1
pol,1,0,1
poland,2,2,4
polanski,1,0,1
polar,1,1,2
pole,3,1,4
poles,1,0,1
policallly,1,0,1
police,38,34,72
polices,1,0,1
policies,29,13,42
policing,2,0,2
policiy,0,1,1
policy,13,11,24
polish,2,2,4
polit,1,0,1
polite,4,1,5
politely,0,2,2
political,63,38,101
politically,16,7,23
politician,11,7,18
politicians,20,13,33
politicize,1,1,2
politicized,2,0,2
politicizing,3,0,3
politico,1,1,2
politics,33,27,60
polititians,0,1,1
poll,10,2,12
polled,0,1,1
polling,2,1,3
polls,17,6,23
pollute,0,1,1
polluters,1,0,1
polluting,1,0,1
pollution,1,0,1
pollutors,0,1,1
pols,1,0,1
polsi,0,1,1
poltics,1,0,1
polutician,0,1,1
poly,1,0,1
polyester,1,0,1
polygraph,4,3,7
polygrapher,1,0,1
polygraphs,1,0,1
polytechno,1,0,1
pomeranian,1,0,1
pompeo,1,0,1
pond,1,0,1
ponder,2,0,2
pong,1,0,1
ponies,0,1,1
pooey,1,0,1
poof,0,1,1
pooky,1,0,1
pool,3,3,6
pools,1,0,1
poontang,1,0,1
poop,1,3,4
poopy,0,1,1
poor,26,20,46
poorer,0,1,1
poorest,0,1,1
poorly,3,2,5
pop,3,3,6
pope,13,17,30
popin,0,1,1
popped,0,3,3
popper,1,0,1
poppin,0,1,1
popping,0,1,1
poppy,1,0,1
pops,2,1,3
populace,0,2,2
popular,9,7,16
popularist,1,0,1
popularity,1,0,1
populated,2,0,2
population,5,5,10
populations,1,0,1
populism,4,0,4
populists,0,1,1
porch,1,0,1
porn,4,13,17
pornhub,0,1,1
pornography,0,1,1
pornstar,0,1,1
porrany,1,0,1
port,1,0,1
ported,1,0,1
porters,0,1,1
portfolio,0,1,1
portion,3,3,6
portland,1,0,1
portrait,2,0,2
portray,1,1,2
portraying,1,2,3
portrays,1,1,2
portugal,1,0,1
pos,5,13,18
pose,0,2,2
posed,1,0,1
poses,0,1,1
posh,0,1,1
posing,1,0,1
position,30,6,36
positioning,1,0,1
positions,5,4,9
positive,7,5,12
possess,3,1,4
possessed,3,1,4
possession,2,1,3
possessor,0,1,1
possibility,2,2,4
possible,14,8,22
possibly,6,2,8
possive,1,0,1
post,29,17,46
postal,1,0,1
postcard,1,0,1
posted,9,4,13
poster,7,4,11
posterity,0,1,1
posters,1,0,1
posting,10,6,16
postpone,0,1,1
postponed,1,0,1
postponing,0,1,1
posts,3,5,8
posturing,0,1,1
pot,9,9,18
potato,1,0,1
potential,7,0,7
potentially,3,3,6
potion,1,0,1
potter,4,0,4
potters,1,0,1
potus,19,16,35
pounce,1,2,3
pound,2,0,2
pounded,0,1,1
pounds,2,2,4
pour,2,1,3
pouring,1,0,1
pov,2,0,2
poverty,4,5,9
powdering,0,1,1
power,65,39,104
powered,1,0,1
powerful,9,6,15
powerless,0,1,1
powerprayers,2,0,2
powers,5,3,8
pp,2,0,2
ppc,3,0,3
ppl,27,22,49
pple,3,0,3
ppls,0,3,3
ppp,1,0,1
pr,9,12,21
praaaaaaaaayeer,1,0,1
practical,1,0,1
practice,5,4,9
practices,2,0,2
practise,1,0,1
prager,0,1,1
praise,3,3,6
praised,2,0,2
praises,1,0,1
prasident,1,0,1
pray,11,2,13
prayed,1,0,1
prayer,2,1,3
prayerfully,0,1,1
prayers,13,3,16
praying,6,1,7
prays,2,0,2
prc,1,0,1
pre,2,1,3
preach,3,6,9
preached,2,0,2
preacher,1,0,1
preachers,1,0,1
preaches,1,0,1
preaching,4,0,4
precautions,0,1,1
precedent,2,1,3
precinct,0,1,1
precious,4,3,7
precipice,1,0,1
precisely,2,0,2
predator,4,5,9
predators,1,3,4
predatory,2,1,3
predict,1,1,2
predictable,3,2,5
predicted,0,1,1
prediction,1,0,1
predictions,1,0,1
predictors,1,0,1
predominantly,0,1,1
predominately,1,0,1
prefabricated,1,0,1
prefectural,1,0,1
prefer,12,2,14
preference,0,1,1
preferred,2,1,3
preferring,0,1,1
pregnancies,1,0,1
pregnancy,3,2,5
pregnant,3,2,5
prejudice,6,0,6
prejudices,1,0,1
preller,1,0,1
prelude,1,0,1
premediated,0,1,1
premeditated,0,1,1
premeditation,1,0,1
premier,2,1,3
premise,2,0,2
preorder,2,0,2
prepare,1,1,2
prepared,9,2,11
preparedness,1,0,1
preparing,1,0,1
prepositions,1,0,1
preposterous,1,1,2
prepping,2,0,2
prepwork,1,0,1
pres,2,5,7
prescott,1,0,1
prescreening,0,1,1
prescription,1,0,1
preseason,2,0,2
presedent,1,0,1
presence,4,2,6
present,8,1,9
presentation,3,1,4
presented,3,1,4
presenters,1,0,1
presenting,3,0,3
preserve,2,1,3
preserving,1,0,1
presidency,11,4,15
president,156,90,246
presidente,0,1,1
presidential,5,4,9
presidents,3,2,5
presidnet,1,0,1
presidrnt,1,0,1
press,12,4,16
pressed,1,0,1
pressing,2,0,2
pressure,7,2,9
pressuring,0,1,1
prestigious,0,1,1
preston,1,0,1
presumably,1,1,2
presume,0,2,2
presumed,2,0,2
presuming,1,0,1
presumption,1,1,2
pretend,8,3,11
pretended,0,3,3
pretending,3,8,11
pretends,0,2,2
pretentious,0,1,1
prettier,1,1,2
prettiest,2,0,2
pretty,63,25,88
prevail,0,2,2
prevalent,0,1,1
prevent,11,6,17
preventable,1,1,2
prevented,2,2,4
preventing,0,3,3
prevention,0,1,1
prevents,2,1,3
preview,0,1,1
previous,9,1,10
previously,2,0,2
prey,2,1,3
prez,1,0,1
price,13,1,14
priced,2,0,2
priceless,5,1,6
prices,5,0,5
prick,0,1,1
pride,2,1,3
priest,1,0,1
priesthood,2,0,2
priests,0,2,2
prima,1,1,2
primadonnas,0,1,1
primarily,2,1,3
primary,8,1,9
primatives,1,0,1
prime,7,5,12
prince,4,2,6
princess,2,1,3
principal,4,0,4
principaled,1,0,1
principle,4,0,4
principled,6,1,7
principles,4,1,5
print,3,2,5
printed,1,0,1
printer,0,1,1
printers,1,0,1
prior,3,1,4
priori,0,1,1
priorities,4,0,4
prioritise,1,0,1
prioritising,0,1,1
priority,3,1,4
prism,1,0,1
prison,12,20,32
prisoners,2,1,3
prisons,3,0,3
pristin,1,1,2
privacy,2,0,2
privat,1,0,1
private,19,10,29
privatise,0,1,1
privatised,3,1,4
privatization,1,1,2
priveledged,1,0,1
privertised,1,0,1
privilege,2,0,2
privileged,5,2,7
privitizing,1,0,1
privlages,1,0,1
privy,0,1,1
prix,0,1,1
prize,3,2,5
pro,27,14,41
prob,4,2,6
probable,0,1,1
probably,70,35,105
probaly,1,0,1
probely,1,0,1
probing,2,1,3
problem,57,41,98
problematic,3,0,3
problems,19,7,26
probs,2,0,2
proceed,1,0,1
proceedings,2,1,3
process,18,16,34
processes,0,1,1
processing,1,0,1
proclamation,1,0,1
procrastinate,1,1,2
prodcutive,1,0,1
produce,3,2,5
produced,0,2,2
producer,2,2,4
producers,2,0,2
producing,1,0,1
product,5,1,6
production,1,0,1
productive,2,0,2
productivity,2,0,2
products,5,1,6
prof,2,1,3
profanity,1,0,1
professed,1,1,2
profession,2,1,3
professional,5,2,7
professionalism,1,1,2
professionally,0,1,1
professor,13,11,24
professors,3,1,4
profile,20,3,23
profiles,2,3,5
profiling,1,0,1
profit,9,3,12
profitable,1,0,1
profiteers,1,0,1
profiting,2,0,2
profits,6,3,9
profound,0,1,1
profoundly,0,1,1
progess,1,0,1
program,7,2,9
programme,1,0,1
programmed,0,1,1
programmes,1,0,1
programs,3,2,5
progress,1,0,1
progressing,1,0,1
progressive,14,4,18
progressives,4,4,8
progressivism,1,0,1
prohibited,1,1,2
prohibition,3,0,3
prohibitionists,0,1,1
project,9,1,10
projecting,2,0,2
projection,5,1,6
projections,1,0,1
projects,1,2,3
proletarian,1,0,1
prolib,1,0,1
prolly,1,0,1
prolong,0,1,1
prominent,1,3,4
promise,10,4,14
promised,8,4,12
promises,15,5,20
promising,1,1,2
promo,1,0,1
promote,7,7,14
promoted,2,0,2
promotes,3,1,4
promoting,6,6,12
promotion,2,0,2
promotional,1,0,1
prone,1,0,1
pronoun,2,0,2
proof,29,15,44
proofs,1,0,1
prop,1,1,2
propaganda,12,12,24
propagating,2,0,2
propelled,0,1,1
propeller,0,1,1
proper,3,10,13
properly,3,0,3
properties,0,1,1
property,12,3,15
prophecy,0,1,1
prophet,3,4,7
propoganda,0,1,1
proponent,1,1,2
proportional,1,0,1
proposal,4,1,5
proposals,1,2,3
propose,2,3,5
proposed,1,0,1
proposes,1,0,1
proposing,2,1,3
proposition,1,0,1
