,negative,positive,total
westminster,0,1,1
wet,3,0,3
wewe,1,0,1
wga,0,0,0
wh,1,0,1
whack,1,1,2
whackos,0,0,0
whaooaaaaa,1,0,1
what,244,32,276
whataboutery,0,0,0
whataboutism,0,0,0
whatever,5,3,8
whats,1,0,1
whatsoever,1,1,2
wheeew,1,0,1
when,114,21,135
whenever,0,0,0
wher,1,0,1
where,40,9,49
whereas,1,0,1
wherever,1,0,1
whether,2,0,2
which,30,10,40
whiff,1,0,1
while,40,3,43
whilst,0,0,0
whine,4,0,4
whined,1,0,1
whiners,0,0,0
whiney,0,0,0
whining,4,0,4
whiny,1,0,1
whip,1,0,1
whips,1,0,1
whispering,1,0,1
whistle,2,1,3
whistles,1,0,1
whit,1,0,1
white,23,4,27
whites,1,1,2
whitewater,1,0,1
whitey,1,0,1
whities,0,0,0
who,197,34,231
whoaaa,1,0,1
whoever,5,2,7
whole,22,1,23
wholeheartedly,1,0,1
wholly,1,0,1
whom,3,0,3
whomever,0,0,0
whoopin,0,1,1
whore,4,0,4
whores,1,0,1
whoring,1,0,1
whos,1,0,1
whose,1,0,1
whoviille,1,0,1
whud,1,0,1
why,118,21,139
wi,1,0,1
wicked,1,0,1
widdle,0,0,0
wide,3,0,3
widespread,2,0,2
widget,1,0,1
widow,1,0,1
wield,0,0,0
wife,13,3,16
wifes,1,0,1
wild,1,2,3
will,201,27,228
willeford,1,0,1
willfully,0,0,0
williams,7,1,8
willie,2,1,3
willing,3,1,4
willy,1,0,1
win,4,5,9
winchester,1,1,2
wind,0,0,0
window,3,0,3
windows,1,0,1
windrush,1,0,1
wing,12,1,13
winger,0,1,1
wingers,1,1,2
wings,0,0,0
winner,2,0,2
winners,1,0,1
winning,0,0,0
wins,4,0,4
wipe,2,0,2
wiped,1,0,1
wipers,1,0,1
wiping,1,0,1
wisconsin,2,1,3
wise,2,0,2
wish,7,0,7
wit,5,0,5
witch,8,1,9
with,295,65,360
withdraw,1,0,1
wither,1,0,1
within,1,1,2
without,13,5,18
witless,1,0,1
witness,2,0,2
witnesses,1,0,1
wiv,0,0,0
wives,1,0,1
wobbly,0,1,1
woke,3,1,4
woker,1,0,1
wolf,2,0,2
wolverines,1,0,1
woman,42,5,47
womanhood,1,0,1
womans,1,0,1
womb,1,0,1
women,29,10,39
womens,0,1,1
won,15,2,17
wonder,12,6,18
wonderful,2,0,2
wondering,0,0,0
wont,0,1,1
woo,1,0,1
wood,1,0,1
woodley,2,0,2
woods,1,0,1
woodstock,1,0,1
woodward,2,0,2
woodword,1,0,1
woolly,1,0,1
woooow,0,0,0
woosy,1,0,1
word,15,2,17
worded,1,0,1
words,11,1,12
wore,1,0,1
work,21,5,26
worked,5,1,6
workers,3,0,3
working,15,4,19
works,7,4,11
world,21,4,25
worlds,1,0,1
worldwide,1,0,1
worm,1,0,1
worms,1,0,1
worried,3,0,3
worries,3,0,3
worry,3,0,3
worse,8,4,12
worser,1,0,1
worship,2,0,2
worshiping,0,0,0
worships,0,1,1
worst,18,11,29
worth,12,0,12
worthless,3,0,3
worthy,1,0,1
wortless,1,0,1
would,97,20,117
woulda,1,0,1
wouldn,7,2,9
wouldnt,0,0,0
wow,11,1,12
wr,1,0,1
wranglers,0,0,0
wrath,1,0,1
wrecked,0,1,1
wrecking,0,0,0
wrestle,1,0,1
write,6,1,7
writer,4,0,4
writes,1,0,1
writing,0,1,1
written,1,0,1
wrong,38,6,44
wrongfully,0,0,0
wrongs,1,0,1
wrote,2,1,3
wtaf,0,0,0
wtc,1,0,1
wtf,6,2,8
wth,1,1,2
ww,0,1,1
wwg,0,0,0
wwgiwga,1,0,1
wwii,0,0,0
wynn,1,0,1
wyvern,1,0,1
xd,2,0,2
xenoblade,1,0,1
xi,2,0,2
xm,0,0,0
xox,1,0,1
xtc,0,0,0
ya,14,0,14
yah,1,0,1
yahweh,0,0,0
yal,0,0,0
yale,1,0,1
yall,1,0,1
yankee,1,0,1
yawn,0,0,0
yds,1,0,1
ye,2,0,2
yea,2,1,3
yeah,24,3,27
yeahh,0,0,0
yeahhhhh,0,1,1
yeap,1,0,1
year,27,3,30
years,40,6,46
yee,0,1,1
yell,1,0,1
yelling,3,0,3
yellow,1,0,1
yen,6,0,6
yentas,0,0,0
yep,3,0,3
yer,2,0,2
yes,27,3,30
yessssshhhhh,1,0,1
yesterday,3,0,3
yet,18,6,24
yh,1,0,1
yhuuu,1,0,1
yi,0,0,0
yo,8,1,9
yokels,0,0,0
yonks,1,0,1
yoo,0,1,1
yorker,0,0,0
yoruba,2,0,2
yoshi,1,0,1
you,1208,149,1357
youll,0,0,0
young,7,1,8
younger,1,1,2
youngo,1,0,1
youngsters,1,0,1
your,307,49,356
youre,3,0,3
yours,2,0,2
yourself,16,2,18
yourselves,0,2,2
youth,2,1,3
youtube,2,0,2
youuuuu,1,0,1
ypu,0,0,0
yr,1,2,3
yrs,5,0,5
yrsof,1,0,1
yucker,1,0,1
yuge,2,0,2
yumi,1,0,1
yup,1,0,1
yutz,1,0,1
yuzuki,1,0,1
yyyy,1,0,1
zac,0,0,0
zack,1,0,1
zagami,1,0,1
zarries,1,0,1
zazzle,0,0,0
zealots,1,0,1
zena,0,1,1
zero,11,0,11
zimmerman,1,0,1
zip,1,0,1
zodiac,1,0,1
zombie,1,0,1
zone,2,0,2
zoomed,1,0,1
