,negative,positive,total
spent,0,6,6
speshul,0,1,1
spew,0,2,2
spewed,1,2,3
spewing,0,6,6
spews,0,2,2
spice,0,1,1
spicoli,0,1,1
spider,1,0,1
spiderman,1,1,2
spie,0,1,1
spiking,0,1,1
spilled,0,1,1
spin,0,2,2
spirit,0,2,2
spirited,0,2,2
spiritual,1,1,2
spiritually,1,0,1
spit,0,3,3
spite,0,1,1
spiteful,0,1,1
spitting,0,1,1
spittoon,0,1,1
splitting,0,1,1
spoiled,1,8,9
spoiler,1,1,2
spoilt,0,1,1
spoke,0,4,4
spoken,0,1,1
spokesman,0,1,1
sponsor,0,1,1
sponsored,0,2,2
spook,0,1,1
sport,3,3,6
sports,2,2,4
sportscasters,1,0,1
sportsmanship,0,1,1
spotlight,0,2,2
spots,0,3,3
spout,0,2,2
spouting,0,2,2
spray,0,2,2
spread,0,7,7
spreading,0,6,6
spreads,0,1,1
spreadsheets,0,1,1
spree,1,0,1
springer,0,1,1
springs,0,1,1
spunk,0,1,1
spurs,0,1,1
spy,0,4,4
spying,0,1,1
squabbles,0,1,1
squad,1,2,3
squalor,0,1,1
squashed,1,0,1
squeal,0,1,1
squeeze,0,1,1
squirm,0,2,2
squishy,0,1,1
sr,0,1,1
sri,0,1,1
srsly,1,0,1
ss,0,3,3
ssf,0,1,1
sshats,1,0,1
ssm,0,1,1
st,0,2,2
stab,0,3,3
stabber,0,1,1
stache,1,0,1
stack,0,2,2
stadium,0,1,1
staffed,0,1,1
stage,1,4,5
staged,0,1,1
stained,0,1,1
stake,0,1,1
stale,0,1,1
stalin,0,3,3
stalk,0,1,1
stalking,0,2,2
stall,0,3,3
stalling,0,3,3
stamp,1,0,1
stan,1,2,3
stance,0,3,3
stand,0,25,25
standard,0,5,5
standards,0,3,3
standby,0,1,1
standing,2,11,13
stands,0,9,9
stans,0,1,1
star,1,8,9
starbucks,0,1,1
starlet,0,1,1
starring,0,2,2
stars,0,2,2
start,8,42,50
started,1,15,16
starting,1,10,11
starvation,0,1,1
state,3,33,36
stated,0,3,3
statement,0,7,7
statements,1,0,1
states,0,12,12
stating,0,4,4
station,0,3,3
statistic,0,1,1
statistics,1,0,1
stats,0,2,2
statue,0,1,1
status,0,1,1
statutory,0,1,1
staunch,0,1,1
stax,0,1,1
stay,2,18,20
stayed,0,3,3
stays,0,1,1
stcshooting,0,1,1
stds,0,1,1
steady,0,3,3
steal,0,5,5
stealing,1,4,5
steals,0,2,2
steamrolled,0,1,1
steamrolling,0,1,1
steamy,0,1,1
steel,0,2,2
steelers,0,1,1
steepppp,0,1,1
steinbrenner,0,1,1
step,1,8,9
stepped,1,0,1
stepping,1,2,3
steps,0,1,1
stereotype,0,1,1
steroid,0,2,2
steroids,0,1,1
steve,1,2,3
steves,1,0,1
stfu,2,7,9
stick,1,7,8
stickers,0,1,1
sticking,0,2,2
stickman,0,1,1
sticks,0,1,1
still,13,86,99
stink,0,1,1
stinking,0,1,1
stinks,0,2,2
stinky,0,1,1
stir,0,1,1
stock,0,2,2
stockholm,0,1,1
stocks,0,1,1
stole,0,5,5
stolen,1,1,2
stomach,0,4,4
stomped,0,1,1
stomping,0,1,1
stone,0,1,1
stoned,2,0,2
stood,0,2,2
stooge,0,1,1
stoopid,0,1,1
stop,10,92,102
stopbrexit,0,1,1
stopkavanagh,0,1,1
stopkavanaugh,0,2,2
stopkavanaughnow,0,1,1
stoppage,0,1,1
stopped,1,4,5
stopping,0,2,2
stops,0,2,2
stopthehate,0,1,1
stoptrump,0,1,1
store,0,3,3
stories,0,6,6
storm,3,1,4
stormy,0,2,2
story,2,22,24
straight,2,14,16
stranahahn,2,0,2
strange,0,2,2
stranger,0,1,1
strangers,0,7,7
straps,0,1,1
stratadata,0,1,1
strategy,0,2,2
strauss,0,1,1
straw,0,3,3
straws,0,3,3
stray,0,1,1
stream,1,3,4
streamed,0,1,1
streamer,0,1,1
streams,0,1,1
street,0,8,8
streets,1,8,9
stretch,0,2,2
stretched,0,1,1
stretchedface,0,1,1
strict,5,10,15
stricter,0,2,2
strictest,2,6,8
strike,0,1,1
strikes,1,1,2
string,1,1,2
stringent,0,1,1
strip,0,3,3
stripes,0,1,1
striping,0,1,1
strong,0,6,6
stronger,1,6,7
structure,0,1,1
struggle,0,2,2
struggling,0,1,1
strzok,0,1,1
stubbornly,0,1,1
stubby,0,1,1
stuck,0,6,6
student,1,6,7
students,0,7,7
studies,1,3,4
study,0,3,3
stuff,1,13,14
stuffing,0,1,1
stunt,0,3,3
stunts,0,1,1
stupid,6,106,112
stupidest,0,1,1
stupidity,1,10,11
sturmabteilung,0,2,2
sturridge,0,1,1
style,1,5,6
stylist,0,1,1
subject,0,5,5
submission,0,1,1
submit,0,1,1
subpoenas,1,0,1
subprime,0,2,2
substance,1,0,1
substantiate,0,1,1
subtitled,0,1,1
subtly,0,1,1
subvert,0,1,1
success,0,4,4
successful,1,9,10
successfully,0,1,1
such,7,66,73
suck,8,19,27
sucked,1,1,2
sucker,0,2,2
suckers,1,2,3
suckin,0,1,1
sucking,0,5,5
sucks,5,42,47
sudden,0,1,1
suddenly,0,2,2
sue,0,4,4
sued,0,1,1
sues,0,1,1
suffer,0,4,4
suffering,0,5,5
sufficient,0,1,1
suffisait,0,1,1
suggest,0,3,3
suggested,0,1,1
suggesting,0,1,1
suicide,1,6,7
suicides,0,1,1
suit,0,3,3
suite,0,1,1
suits,0,1,1
sullied,0,1,1
sum,0,2,2
sumerian,0,1,1
summary,0,1,1
summer,0,1,1
summons,0,3,3
sums,0,1,1
sun,0,2,2
sunday,0,3,3
sundaythoughts,0,1,1
sundown,0,1,1
sunk,0,1,1
sunken,0,1,1
sunny,0,2,2
sunset,0,1,1
sunshine,0,2,2
suntanning,0,1,1
super,0,9,9
superior,0,3,3
superman,0,1,1
supersized,0,1,1
superstar,0,2,2
supervision,1,0,1
supplies,0,2,2
supply,0,2,2
supplymanagement,0,1,1
suppor,0,1,1
support,1,62,63
supported,1,8,9
supporter,0,4,4
supporters,1,26,27
supporting,2,12,14
supports,0,6,6
suppose,0,7,7
supposed,0,10,10
supposedly,1,1,2
suppression,0,3,3
supremacist,0,3,3
supremacists,0,3,3
supremacy,1,3,4
supreme,2,14,16
supremecourt,1,0,1
sure,8,58,66
surely,0,6,6
surfing,0,1,1
surgeons,0,1,1
surgery,0,1,1
surpise,0,1,1
surplus,0,1,1
surprise,0,5,5
surprised,0,9,9
surprising,0,4,4
surrender,0,2,2
surrounded,0,1,1
surveillance,0,1,1
survival,0,1,1
survive,2,1,3
survived,0,1,1
survivor,1,1,2
susansarandon,0,1,1
sushma,0,1,1
suspect,0,3,3
suspects,0,1,1
suspend,0,1,1
suspended,0,1,1
suspends,1,0,1
suspensions,0,1,1
suspicious,0,3,3
swagger,1,0,1
swallowed,0,1,1
swallwell,0,1,1
swalwell,0,1,1
swamp,0,14,14
swansea,0,1,1
swapping,0,2,2
swaraj,0,1,1
swarm,0,1,1
swastikas,0,1,1
swathes,0,1,1
sway,0,1,1
sways,0,1,1
swear,1,4,5
sweating,0,1,1
sweden,0,1,1
swedish,0,1,1
sweepstakes,0,1,1
sweet,0,4,4
sweetie,0,1,1
swift,1,1,2
swimsuit,0,1,1
swinging,0,2,2
swings,1,1,2
swinson,0,1,1
swiss,0,1,1
switcher,0,1,1
switzerland,0,1,1
swords,0,1,1
swore,0,1,1
swung,0,1,1
sy,0,1,1
sycophant,1,0,1
sycophantic,0,1,1
sycophants,0,1,1
symbol,0,2,2
symbolises,0,1,1
sympathizer,0,1,1
sympathizes,0,1,1
sympathy,0,2,2
syndicate,0,1,1
syndrome,1,3,4
syracuse,0,1,1
syria,0,1,1
syrian,0,1,1
system,1,12,13
systemic,0,1,1
table,1,3,4
tack,1,0,1
tackle,1,0,1
tacos,0,1,1
tacozt,1,0,1
tactic,1,5,6
tactically,0,1,1
tactics,0,12,12
tad,0,2,2
taeyoun,0,1,1
tag,0,3,3
tagged,0,1,1
tails,0,1,1
take,11,82,93
taken,2,9,11
takendted,1,0,1
takes,3,11,14
taking,1,15,16
tale,0,1,1
talent,0,2,2
tales,1,0,1
talk,4,34,38
talked,0,5,5
talkin,0,2,2
talking,3,55,58
talks,0,8,8
tall,0,1,1
tallest,0,2,2
tana,1,0,1
tangled,0,1,1
tango,0,1,1
tank,0,3,3
tanked,0,1,1
tanking,0,1,1
tantrum,0,3,3
tantrums,1,3,4
tap,1,1,2
tape,0,3,3
tapper,0,1,1
target,3,5,8
targeted,0,3,3
targeting,0,2,2
tarmac,0,1,1
task,0,1,1
tasted,0,1,1
tastethebarbierainbow,1,0,1
tasting,0,1,1
tatas,1,0,1
tattoo,1,0,1
tattoos,0,1,1
taught,1,1,2
tax,2,18,20
taxes,3,7,10
taxpayers,0,4,4
taylor,0,1,1
tays,0,1,1
tbc,0,1,1
tbere,0,1,1
tbey,0,1,1
tbh,0,5,5
tbqh,0,1,1
tch,0,1,1
tcot,0,11,11
tdavis,0,1,1
tdp,0,1,1
tds,2,3,5
te,0,1,1
tea,0,2,2
teach,0,9,9
teacher,0,3,3
teachers,0,8,8
teaching,1,6,7
teachings,0,1,1
tealest,0,1,1
team,0,16,16
teams,0,1,1
teamtani,0,1,1
teamwork,1,0,1
tear,0,3,3
tearing,0,3,3
tears,1,4,5
tech,0,2,2
technical,0,1,1
technically,1,0,1
techniques,0,1,1
tectics,0,1,1
ted,0,6,6
tedcruz,0,1,1
teen,0,1,1
teenage,0,3,3
teenager,0,1,1
teenagers,0,1,1
teens,1,0,1
teetering,0,1,1
teeth,2,0,2
telesmokacatin,1,0,1
television,0,3,3
tell,3,51,54
telling,3,12,15
tells,1,10,11
telltale,0,1,1
temp,1,0,1
tempe,0,1,1
temper,1,2,3
temperature,1,0,1
tempered,0,1,1
ten,0,1,1
tenants,0,1,1
tend,0,1,1
tendencies,0,1,1
tennis,1,5,6
tens,0,1,1
tentacle,0,1,1
term,1,7,8
termination,0,1,1
termlimits,0,1,1
terms,0,9,9
terrible,1,13,14
terrific,0,1,1
terrified,1,0,1
terrifying,1,1,2
terriorist,0,1,1
territory,0,2,2
terroism,0,1,1
terror,1,6,7
terrorism,0,4,4
terrorist,2,24,26
terrorists,0,24,24
terrorsits,1,0,1
terry,0,1,1
tesco,0,1,1
tess_holliday,0,1,1
tessyfiy,0,1,1
test,1,6,7
testament,0,1,1
testifies,0,1,1
testify,0,3,3
testimony,1,0,1
testing,0,1,1
testosterone,1,0,1
testy,0,1,1
texan,0,1,1
texans,0,5,5
texas,1,14,15
texaspolice,0,1,1
text,1,2,3
tf,1,2,3
tfw,0,1,1
tge,0,1,1
tha,0,1,1
tham,0,1,1
than,14,124,138
thank,3,21,24
thanked,0,1,1
thankful,0,2,2
thankfulthursday,0,1,1
thanking,0,3,3
thanks,1,15,16
thanksgiving,0,1,1
thankstrump,0,1,1
thanos,1,0,1
that,117,1057,1174
thatcher,0,2,2
thatd,0,1,1
thats,3,22,25
the,260,2990,3250
theater,0,1,1
theatres,0,1,1
theatrics,0,1,1
thee,0,2,2
theemmys,0,1,1
theferalleft,0,1,1
theft,0,1,1
thegreatawakening,0,2,2
their,19,280,299
them,13,196,209
themselves,3,23,26
then,11,109,120
theories,1,0,1
theory,0,2,2
therapist,1,1,2
there,27,160,187
thereby,0,1,1
therefore,0,3,3
theres,0,3,3
theresa,0,7,7
theresamay,0,1,1
theresistance,0,4,4
these,11,151,162
thestorm,0,1,1
theu,0,1,1
theview,0,1,1
they,63,622,685
theyre,0,1,1
thf,0,1,1
thgs,0,1,1
thick,0,2,2
thickens,0,1,1
thief,0,2,2
thier,0,1,1
thieves,0,1,1
thighs,0,1,1
thin,0,4,4
thing,14,74,88
things,6,40,46
think,20,172,192
thinker,0,1,1
thinkin,0,1,1
thinking,4,19,23
thinks,1,35,36
third,0,2,2
this,89,666,755
thisisamerica,0,1,1
thivery,1,0,1
tho,3,9,12
thomas,1,4,5
thorn,0,1,1
thos,0,1,1
those,11,97,108
thot,0,1,1
though,7,21,28
thought,1,36,37
thoughts,1,2,3
thousand,0,1,1
thousands,2,5,7
thre,0,1,1
thread,0,7,7
threat,0,10,10
threaten,0,7,7
threatened,0,3,3
threatening,0,8,8
threatens,0,1,1
threats,1,15,16
three,0,5,5
threw,1,2,3
thrive,0,1,1
thrives,0,1,1
throat,1,3,4
throgh,1,0,1
throne,0,1,1
through,2,31,33
throughout,0,2,2
throw,0,14,14
throwing,1,13,14
thrown,0,7,7
throwthemout,0,1,1
thru,0,3,3
thst,0,1,1
tht,0,1,1
thug,0,2,2
thuglife,0,1,1
thugs,1,15,16
thumb,0,2,2
thursday,0,2,2
thursdaymotivation,0,1,1
thursdaythoughts,0,6,6
thus,0,1,1
thw,1,0,1
thwart,0,1,1
thx,0,1,1
ticians,0,1,1
tick,0,3,3
tide,1,0,1
tidy,0,1,1
tied,0,2,2
tiered,0,1,1
ties,0,1,1
tiger,0,1,1
tight,1,3,4
tihnks,1,0,1
tikoo,0,1,1
til,0,1,1
till,0,7,7
tim,0,2,2
time,15,121,136
timely,0,2,2
times,3,17,20
timing,0,1,1
tinderbox,0,1,1
tint,0,1,1
tinubu,0,2,2
tiny,0,2,2
tire,0,1,1
tired,2,11,13
tiresome,1,0,1
tiring,0,1,1
tis,0,1,1
tit,2,0,2
title,1,7,8
tits,0,2,2
titty,0,1,1
tje,0,1,1
tl,0,2,2
tmi,0,1,1
to,194,2075,2269
toad,1,2,3
toadstool,0,1,1
toast,0,2,2
tock,0,3,3
today,3,20,23
toe,0,3,3
toenails,0,1,1
together,2,19,21
toilet,0,3,3
told,1,20,21
tolerable,0,1,1
tolerance,1,1,2
tolerant,0,2,2
tolerate,0,1,1
toll,0,2,2
tom,0,5,5
tommyvalhalla,0,1,1
tomorrow,3,5,8
tone,0,3,3
tongs,1,0,1
tongue,0,2,2
tonight,1,1,2
tons,0,1,1
tony,0,3,3
too,10,103,113
took,1,19,20
tool,0,6,6
tools,0,2,2
top,3,14,17
topics,0,2,2
torb,0,2,2
torches,0,1,1
tories,1,10,11
toriesout,0,3,3
torn,0,1,1
toronto,0,1,1
tory,0,10,10
tos,1,1,2
toss,1,1,2
total,3,25,28
totalitarain,0,1,1
totalitarian,0,1,1
totally,0,15,15
touch,1,4,5
touched,0,1,1
touché,0,1,1
tough,2,4,6
tougher,0,3,3
toughest,0,3,3
tour,0,1,1
touring,0,1,1
tournament,2,0,2
tow,0,1,1
toward,0,4,4
towards,1,4,5
towel,0,1,1
towels,0,3,3
tower,0,2,2
town,1,6,7
townhalls,0,1,1
towns,0,1,1
towrds,0,1,1
toxic,0,4,4
toy,0,1,1
toys,0,1,1
tpp,0,1,1
track,0,1,1
tracks,1,0,1
tract,0,1,1
trade,5,10,15
trader,0,1,1
tradition,0,2,2
traditionalist,0,1,1
traditionalists,0,1,1
traditions,0,1,1
traffic,1,1,2
trafficker,0,1,1
trafficking,0,1,1
tragedy,1,4,5
tragic,0,3,3
trail,0,3,3
trailer,0,2,2
train,0,4,4
trained,0,3,3
trainer,0,1,1
training,0,3,3
trains,0,1,1
traitor,0,17,17
traitors,0,6,6
traitorsall,0,1,1
traitortoad,0,1,1
traitortrump,0,1,1
tranny,0,1,1
trans,1,0,1
transcending,0,1,1
transfer,1,0,1
transforming,0,1,1
transgender,0,1,1
transgenders,0,2,2
transition,0,1,1
translate,0,1,1
translation,0,1,1
translations,0,1,1
transparency,0,5,5
transphobic,0,1,1
transportation,0,1,1
transported,0,1,1
transvestite,0,1,1
trap,0,2,2
trapped,0,1,1
trash,1,23,24
trashed,0,1,1
trashing,0,2,2
trashpeople,0,1,1
trashy,0,5,5
traumatised,0,1,1
travesty,0,1,1
travis,0,1,1
travon,0,1,1
treacherous,0,2,2
treason,2,12,14
treasonous,0,1,1
treasonousgoverment,1,0,1
treasons,0,1,1
treasure,1,0,1
treat,0,2,2
treated,0,3,3
treating,0,2,2
treatment,0,2,2
treats,0,1,1
tree,0,3,3
tremendous,0,2,2
trend,2,0,2
triangle,0,1,1
tribunal,0,1,1
trick,0,2,2
tricks,0,5,5
tried,3,17,20
tries,1,6,7
trigger,1,2,3
triggered,0,4,4
trillion,0,3,3
triple,0,2,2
trippin,0,1,1
tripping,0,1,1
triumph,0,1,1
trivial,0,1,1
trivialities,0,1,1
trivialized,0,1,1
troll,1,9,10
trolling,0,2,2
trolls,0,1,1
trope,0,1,1
trouble,2,3,5
troubled,0,1,1
tru,0,1,1
trubisky,0,1,1
truck,0,1,1
trucks,0,2,2
trudeau,0,18,18
trudeaumustgo,0,1,1
true,10,32,42
truly,3,7,10
trump,10,250,260
trump2020,0,8,8
trumpderangementsyndrome,0,1,1
trumper,0,1,1
trumpers,0,1,1
trumpie,0,1,1
trumpism,0,2,2
trumpkins,0,1,1
trumps,0,15,15
trumpsarmy,0,1,1
trumpster,0,1,1
trumpsters,0,2,2
trumpstrong,2,0,2
trumptards,0,1,1
trumptime,1,1,2
trumptrain,0,3,3
trumpwashing,0,1,1
trust,0,14,14
trusted,0,8,8
trusts,0,1,1
trusttheplan,0,1,1
truth,1,45,46
truthfeed,0,1,1
truthful,0,2,2
try,3,62,65
tryants,1,0,1
tryed,0,1,1
trying,7,57,64
tryna,1,4,5
tshirts,0,1,1
tt,1,0,1
ttt,0,1,1
tucker,0,1,1
tuesday,0,1,1
tuesdaythought,0,1,1
tuesdaythoughts,0,1,1
tumblr,1,0,1
tune,0,1,1
tuned,0,1,1
tunnel,0,1,1
turd,0,3,3
turkey,0,2,2
turmps,0,1,1
turn,3,16,19
turncoat,0,1,1
turned,3,5,8
turning,0,5,5
turnoff,1,0,1
turns,0,5,5
turtles,0,1,1
tv,3,10,13
twat,0,2,2
twatts,0,1,1
tweaked,0,1,1
tweep,0,1,1
tweet,2,31,33
tweeted,0,2,2
tweeter,0,1,1
tweeting,0,6,6
tweets,1,9,10
twentieth,0,1,1
twice,0,3,3
twill,0,1,1
twin,1,0,1
twins,0,1,1
twist,0,1,1
twisted,0,2,2
twitter,2,25,27
twitting,0,1,1
two,4,31,35
twtich,0,1,1
tx,0,2,2
txsen,1,0,1
tyler,1,2,3
type,1,8,9
typed,0,1,1
types,1,3,4
typhoons,0,1,1
typical,1,9,10
typically,0,1,1
typo,1,0,1
typoness,1,0,1
tyrannical,1,0,1
tyranny,2,1,3
tyrant,0,1,1
tyrone,0,1,1
u2,0,1,1
uber,0,2,2
ubi,1,0,1
udiot,0,1,1
uf,1,0,1
ufc228,0,1,1
ugh,2,1,3
uglier,0,2,2
ugly,0,21,21
uh,1,0,1
uhave,0,1,1
uhhh,1,1,2
uhm,0,1,1
uk,1,8,9
ukgov,0,1,1
ukip,1,0,1
ukraine,0,1,1
ukrainian,0,1,1
ulterior,0,2,2
ultimate,0,1,1
ultra,0,1,1
um,0,2,2
umdala,0,1,1
umm,1,1,2
ummm,1,3,4
ump,0,3,3
umpire,0,4,4
un,0,2,2
unable,0,2,2
unaccompanied,0,1,1
unanimous,0,1,1
unarmed,1,2,3
unattractive,0,1,1
unaware,0,1,1
unbeatable,0,1,1
unbecoming,0,2,2
unbelievable,0,3,3
unbiased,0,2,2
unborn,0,2,2
unbridled,0,1,1
unchecked,0,1,1
uncivil,0,1,1
unclassifie,0,1,1
uncle,0,3,3
uncomefortbul,0,1,1
unconstitutional,0,4,4
uncovered,0,1,1
uncultured,0,1,1
undead,0,1,1
undefeated,0,1,1
under,4,28,32
underage,0,1,1
underestimate,0,1,1
underground,0,1,1
undermine,0,3,3
undermined,0,1,1
undermining,0,2,2
underneath,1,0,1
understand,3,24,27
understanding,0,5,5
understands,0,1,1
underwear,0,1,1
undeserving,0,1,1
undocumented,0,1,1
uneducated,2,2,4
unemployed,0,2,2
unemployment,0,4,4
unepic,0,1,1
unethical,0,7,7
unfair,0,3,3
unfairly,0,1,1
unfettered,0,1,1
unfiltered,0,1,1
unfirtunately,0,1,1
unfit,0,5,5
unfortunate,0,3,3
unfortunately,0,5,5
ungrateful,0,2,2
unhappy,0,1,1
unhealthy,0,1,1
unhinged,0,17,17
unicorns,0,1,1
uniform,0,1,1
unifying,0,1,1
uninformed,1,0,1
unintelligent,0,1,1
unintelligible,0,1,1
unintentionally,1,0,1
union,0,2,2
unions,0,2,2
unique,0,3,3
unite,0,2,2
united,0,5,5
units,0,1,1
unity,0,2,2
universal,0,4,4
universally,0,1,1
university,1,4,5
unjust,0,1,1
unjustified,0,1,1
unkess,1,0,1
unkind,0,1,1
unleashed,1,2,3
unless,1,13,14
unlikable,0,1,1
unlike,1,3,4
unlikely,0,2,2
unmask,0,2,2
unmasked,0,1,1
unnecessary,0,2,2
unpopular,0,2,2
unpredictable,1,0,1
unprofessional,0,1,1
unprotected,0,1,1
unproven,0,1,1
unqualified,0,1,1
unreal,0,2,2
unrelated,1,0,1
unrest,0,1,1
unroll,0,1,1
unsanitary,1,0,1
unscathed,0,1,1
unsealthedeals,0,1,1
unseemly,0,1,1
unserious,0,1,1
unstable,0,5,5
unsurprising,0,1,1
untalented,0,1,1
until,3,31,34
unto,1,0,1
untouchable,0,2,2
untrustworthy,1,0,1
unwanted,0,2,2
unwary,0,1,1
unwatchable,0,1,1
unwelcome,0,1,1
unwell,0,1,1
up,26,262,288
upbringing,0,2,2
update,0,1,1
upgrading,0,1,1
uphill,0,1,1
uphold,0,1,1
upholding,0,1,1
upon,1,5,6
upper,0,1,1
uppity,0,2,2
upppp,0,1,1
ups,0,2,2
upset,0,8,8
upsetting,0,3,3
ur,5,26,31
urbannaxals,0,1,1
urinating,0,1,1
url,55,462,517
urself,0,1,1
us,9,127,136
usa,3,19,22
usa2,0,1,1
usa_flag_4u,0,1,1
usain,0,1,1
usc,0,1,1
usconstndem,1,0,1
usculture,1,0,1
use,8,38,46
used,6,27,33
useful,0,4,4
useless,1,16,17
user,1022,7933,8955
users,0,2,2
uses,2,9,11
using,4,36,40
usta,0,1,1
usual,2,6,8
usually,0,3,3
utara,0,1,1
utmost,0,1,1
utopian,0,1,1
utter,1,6,7
utterly,0,1,1
uwuing,1,0,1
va10,0,1,1
vacillate,0,1,1
vack,0,1,1
vag,0,1,1
vagina,0,2,2
vague,1,1,2
vail,0,1,1
vain,0,1,1
valance,0,1,1
valerie,0,1,1
valid,1,1,2
valuable,0,2,2
value,0,5,5
values,2,7,9
vanguards,0,1,1
vaping,0,1,1
vaporizes,0,1,1
varadkar,0,1,1
variety,0,1,1
various,0,1,1
vast,0,1,1
vatican,0,1,1
vcr,0,1,1
ve,10,46,56
veer,0,1,1
vegan,0,1,1
vegas,0,1,1
vehicle,0,1,1
veil,1,0,1
venetian,0,1,1
venezuela,2,2,4
vengeance,0,1,1
venom,2,0,2
venomous,0,1,1
veracity,0,1,1
verb,0,1,1
verba,0,1,1
verbal,0,1,1
verified,0,1,1
verifiedhate,0,1,1
verify,0,1,1
vermont,0,1,1
versa,0,1,1
version,1,2,3
versions,0,1,1
very,7,69,76
vet,0,2,2
vetaken,1,0,1
veteran,0,1,1
veterans,0,3,3
veterens,0,1,1
vets,0,2,2
vetting,0,1,1
vg,0,1,1
via,0,12,12
viacom,0,1,1
viagra,0,1,1
vial,0,1,1
vibe,0,1,1
vibes,1,1,2
vicariously,0,1,1
vice,0,1,1
vicious,0,5,5
victim,2,21,23
victimize,0,1,1
victims,1,16,17
victoria,0,1,1
victorious,0,1,1
victors,0,1,1
victory,0,2,2
video,1,9,10
videographer,0,1,1
videos,0,6,6
vids,0,1,1
view,1,12,13
viewed,0,1,1
viewers,0,1,1
viewership,1,0,1
viewpoints,0,1,1
views,1,9,10
vigano,0,1,1
vigilant,0,1,1
vigilante,0,1,1
vigorously,0,2,2
vile,0,9,9
vilify,0,2,2
village,0,1,1
villifying,0,1,1
vim,0,1,1
vince,0,2,2
violate,0,2,2
violated,0,2,2
violating,0,2,2
violation,0,3,3
violence,9,48,57
violent,1,33,34
viral,1,2,3
virginia,0,1,1
virginity,0,1,1
virtually,0,1,1
virtue,0,3,3
visa,0,1,1
vise,0,1,1
visibly,0,1,1
visit,0,1,1
vital,0,1,1
vitriol,0,1,1
vitue,0,1,1
vlaams,0,1,1
vogue,0,1,1
voice,0,8,8
voices,0,4,4
void,1,2,3
voight,0,1,1
volcano,1,0,1
volts,0,1,1
volumes,1,0,1
voluntarily,1,0,1
volunteer,0,1,1
vomit,0,1,1
vortex,0,1,1
vote,6,75,81
voteblue,0,1,1
voteblue2018,0,1,1
voted,0,19,19
votedemsout,1,4,5
votehimout,0,1,1
votenoonkavanaugh,0,1,1
voter,0,4,4
votered,0,2,2
votered2018,1,1,2
voteredtosaveamerica,2,2,4
voterepublican,1,0,1
voters,0,21,21
votes,1,10,11
votethegopout,0,1,1
votethemallout,0,1,1
votethemout,0,1,1
votethemout2018,0,1,1
voteyes,0,1,1
voting,0,5,5
vowing,0,1,1
vrc,1,0,1
vs,1,8,9
vulgar,1,2,3
vulnerable,0,3,3
vultures,0,1,1
wab,0,1,1
wack,1,2,3
wacked,0,1,1
wacko,0,1,1
wacky,0,1,1
wade,0,5,5
wage,0,3,3
wages,0,1,1
waging,1,0,1
wagon,0,1,1
wagons,0,1,1
wahh,0,1,1
waists,0,1,1
wait,2,18,20
waiting,1,6,7
waits,1,1,2
wake,0,8,8
wakes,0,1,1
wakeup,0,2,2
wakeupamerica,0,4,4
wal,0,1,1
wale,0,1,1
walk,0,13,13
walkaway,4,23,27
walkawaydemocrats2018,0,1,1
walkawayfromdemocrats,0,1,1
walkawayfromdemocrats2018,0,2,2
walkawayfromdemocratsnow,1,0,1
walkawaymarch,0,2,2
walked,0,1,1
walking,0,8,8
walkingaway,0,1,1
walks,0,3,3
wall,0,19,19
walldoesntprotectfromamericans,0,1,1
wallet,1,0,1
walmart,0,1,1
walter,0,5,5
waltzing,0,1,1
wana,0,1,1
wang,0,1,1
wanker,0,1,1
wankers,0,1,1
wanktavists,0,1,1
wanna,2,16,18
wannabe,0,1,1
wannabes,0,1,1
want,10,127,137
wanted,3,15,18
wanting,0,7,7
wants,2,32,34
wapo,0,1,1
war,4,15,19
ward,0,2,2
warm,0,1,1
warming,0,2,2
warned,0,1,1
warning,0,6,6
warped,0,2,2
warrant,0,1,1
warrior,0,1,1
warriors,0,1,1
wars,0,3,3
wart,0,1,1
was,32,321,353
wasca,0,1,1
wash,0,2,2
washed,0,2,2
washer,0,1,1
washington,0,5,5
washingtonpost,0,1,1
wasn,4,18,22
wasnt,0,2,2
wassamatta,0,1,1
waste,0,13,13
wastes,1,0,1
wasting,0,1,1
wat,0,1,1
watch,2,28,30
watched,2,8,10
watcher,0,1,1
watches,1,1,2
watchin,1,0,1
watching,5,14,19
water,2,6,8
watered,0,1,1
waters,1,8,9
wave,0,4,4
waves,0,1,1
waving,0,1,1
wavy,0,1,1
wax,1,0,1
way,10,99,109
wayne,0,1,1
ways,1,3,4
wayy,0,1,1
wbu,0,1,1
we,34,323,357
weak,0,13,13
weaken,0,2,2
weakest,0,1,1
weaklings,0,1,1
weakness,0,1,1
weakrinos,0,1,1
wealth,0,4,4
wealthy,0,3,3
weapon,1,6,7
weaponise,0,1,1
weaponize,0,1,1
weaponized,0,3,3
weaponizing,0,1,1
weapons,1,14,15
wear,0,10,10
weareq,0,1,1
wearing,1,9,10
weather,1,1,2
weave,0,1,1
web,0,2,2
website,0,3,3
wednesday,0,1,1
wednesdays,0,1,1
wednesdaywisdom,0,3,3
wee,0,1,1
weed,0,3,3
week,4,6,10
weekends,0,1,1
weeks,0,1,1
weez,0,1,1
weigh,0,1,1
weight,1,2,3
weinstein,0,1,1
weird,4,6,10
weirdly,0,1,1
weirdo,0,3,3
weirdos,0,3,3
welcome,0,4,4
welcoming,0,1,1
welfare,0,3,3
well,7,79,86
welles,0,1,1
wellin,0,1,1
wench,0,1,1
